gene_id	Sample7	Sample12	Sample6	Sample17	Sample10	Sample19	Sample16	Sample15	Sample21	Sample18	Sample11	Sample13	Sample20	Sample3	Sample1	Sample5	Sample2	Sample23	Sample14	Sample8	Sample24	Sample9	Sample4	Sample22
ENSMUSG00000030589	5	5	2	4	3	2	1	4	5	0	3	4	3	0	3	4	1	3	3	2	7	4	1	3
ENSMUSG00000090009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030590	111	160	118	182	177	103	193	121	105	224	134	97	97	118	169	162	118	174	90	132	181	138	214	202
ENSMUSG00000099098	13	9	5	6	11	7	12	6	4	9	15	5	9	5	12	12	6	5	5	6	6	13	14	5
ENSMUSG00000037239	492	601	537	700	605	463	702	411	526	712	675	361	493	418	519	561	395	624	343	571	810	522	827	821
ENSMUSG00000031493	89	89	73	155	100	120	135	104	95	133	88	81	92	95	95	110	65	117	68	89	156	79	110	163
ENSMUSG00000030591	7033	10352	9545	9629	10714	6565	10813	7252	7431	11021	10264	5992	6900	8148	9221	9883	7432	7157	5867	8435	8373	7283	13530	8778
ENSMUSG00000049676	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061115	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000046410	10	6	5	0	10	5	0	2	0	1	9	2	2	4	6	3	4	2	2	4	3	7	14	1
ENSMUSG00000030588	640	969	769	1052	1056	680	1159	773	713	1184	919	562	749	788	891	925	724	888	623	770	1070	728	1162	1130
ENSMUSG00000030587	2042	1923	1582	1819	2001	2353	2155	2652	2552	2187	1859	1995	2468	2223	2543	1627	2117	1726	2173	2393	1921	2196	2310	1967
ENSMUSG00000074227	5340	8460	7008	9200	8761	6031	10790	7015	6989	11168	8332	5720	6909	6072	6859	7640	5662	8533	5592	6376	10243	5506	10553	10857
ENSMUSG00000037166	4	9	8	5	17	4	2	1	3	7	16	10	3	6	12	6	3	5	2	8	11	8	11	1
ENSMUSG00000030584	64	18	20	4	13	47	4	43	35	5	18	32	50	60	67	11	62	1	30	51	4	62	20	3
ENSMUSG00000109351	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000030583	4882	7880	6389	7634	8380	5415	8795	6396	5757	9745	7080	4964	5493	6105	6498	6794	5022	6420	4420	5846	8068	5176	9733	8945
ENSMUSG00000074224	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ENSMUSG00000046958	9	34	17	41	25	4	42	5	7	56	24	6	6	7	3	20	3	39	8	13	50	9	39	45
ENSMUSG00000100400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000100111	0	3	0	2	1	2	7	0	0	2	0	0	0	0	0	2	3	4	0	1	2	0	4	1
ENSMUSG00000065385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049123	2	0	3	2	2	0	2	0	2	3	2	3	1	3	5	1	0	0	3	1	5	1	3	3
ENSMUSG00000065659	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000109205	9	20	14	16	20	9	18	15	13	34	13	9	11	11	9	12	8	23	13	13	26	10	33	27
ENSMUSG00000046185	550	751	621	703	778	578	856	621	672	794	705	573	582	633	767	637	544	674	536	659	817	595	884	834
ENSMUSG00000089139	0	0	0	1	2	2	0	0	2	0	1	0	0	0	0	0	0	1	1	1	1	2	2	1
ENSMUSG00000047473	248	500	399	550	550	230	612	377	303	627	468	272	262	316	402	408	307	568	265	280	643	257	565	639
ENSMUSG00000109565	2	1	2	1	4	1	3	9	4	5	3	0	3	2	6	3	4	4	2	5	7	0	5	2
ENSMUSG00000011427	630	764	670	820	822	609	932	710	767	953	788	595	649	713	879	709	625	749	567	704	912	637	913	954
ENSMUSG00000050855	136	213	177	149	256	119	215	159	136	193	235	118	127	193	187	175	165	179	134	156	192	157	261	196
ENSMUSG00000097809	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	4	0
ENSMUSG00000090331	3	3	0	6	9	4	1	5	9	1	4	1	8	3	2	4	4	0	7	3	0	6	10	2
ENSMUSG00000058402	121	156	146	203	155	124	184	146	133	173	138	118	111	137	153	152	127	154	112	154	197	137	208	225
ENSMUSG00000062040	346	485	461	459	530	332	556	432	383	602	473	366	355	409	458	422	363	468	280	395	513	298	590	498
ENSMUSG00000098873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099689	237	362	326	311	352	205	379	254	243	358	353	222	225	251	363	319	233	408	225	311	450	233	433	429
ENSMUSG00000109105	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000059975	499	744	650	686	771	509	789	676	590	764	781	480	471	616	761	651	573	587	471	617	788	507	851	805
ENSMUSG00000063623	4	16	8	12	13	3	15	10	9	18	9	11	9	10	15	13	8	12	7	12	17	10	22	17
ENSMUSG00000083669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074221	1764	2295	1894	1847	2378	1588	2181	1931	1803	2208	2314	1637	1594	2273	2471	1867	1951	1841	1507	2119	2137	1788	2677	2349
ENSMUSG00000053985	45	61	67	80	72	24	74	37	34	70	83	36	29	44	52	56	35	87	24	52	76	35	84	100
ENSMUSG00000098022	4	7	6	10	6	5	7	4	9	13	10	10	8	4	19	10	4	8	6	9	7	11	12	11
ENSMUSG00000058447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078768	210	230	208	226	255	183	251	237	224	229	254	151	179	206	237	188	190	281	157	239	316	204	260	327
ENSMUSG00000109218	1	2	0	2	3	2	3	0	1	1	2	2	3	1	0	3	0	0	2	1	0	1	4	4
ENSMUSG00000049421	2579	3328	3628	3243	3838	2319	4000	2684	2973	3758	3555	2366	2299	2970	3648	3338	2797	3236	2165	3175	3757	2708	4529	3789
ENSMUSG00000093495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSMUSG00000074220	172	162	161	158	179	192	184	223	237	169	161	225	199	183	237	105	177	137	180	225	179	174	193	170
ENSMUSG00000108926	0	1	0	0	3	3	2	0	2	1	1	4	0	3	1	1	1	1	1	3	1	2	0	3
ENSMUSG00000037029	2298	2399	2082	2134	2504	2003	2338	2176	2212	2362	2456	1802	2091	2389	2568	2098	2030	1866	1666	2616	2215	2271	2803	2274
ENSMUSG00000066647	146	171	190	206	211	161	271	215	169	244	188	176	139	172	254	195	164	201	169	188	261	170	241	253
ENSMUSG00000074218	39	77	74	120	66	51	124	83	63	133	71	54	61	38	72	103	65	72	57	53	115	55	106	77
ENSMUSG00000001794	17781	15768	13936	15806	16122	19253	17985	21327	21417	18939	16042	17756	20511	19854	23232	14827	18324	13670	17147	20886	17280	18072	20111	17379
ENSMUSG00000097817	6	6	3	4	6	4	4	4	4	2	1	1	3	1	6	3	2	2	3	0	3	5	5	3
ENSMUSG00000109142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006095	1791	1727	1486	2003	1857	1911	2053	2285	2124	2199	1661	1758	2097	2011	2284	1591	1895	1754	1789	1924	2038	1718	2188	2091
ENSMUSG00000019738	493	485	391	518	497	578	579	660	579	568	437	537	646	543	710	454	518	464	505	583	567	498	524	583
ENSMUSG00000100512	0	2	0	0	1	2	0	2	1	0	0	0	1	2	3	0	1	1	0	1	0	2	0	0
ENSMUSG00000037020	1245	665	482	614	700	1396	677	1592	1578	735	625	1333	1423	1408	1760	573	1409	523	1217	1552	696	1380	812	669
ENSMUSG00000081565	13	9	16	16	10	15	26	14	34	19	16	10	16	9	16	13	13	14	10	12	15	9	14	13
ENSMUSG00000013928	0	3	2	1	2	5	4	2	2	0	2	3	1	3	7	1	5	0	3	3	2	1	5	4
ENSMUSG00000013921	1	0	1	1	2	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000042831	326	490	382	494	485	356	552	407	363	556	432	373	387	365	422	413	370	499	341	346	610	338	529	615
ENSMUSG00000093571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019737	19	30	28	43	27	23	25	11	16	25	27	17	13	15	23	22	14	41	17	21	47	27	47	43
ENSMUSG00000074211	139	160	117	136	156	161	193	175	172	165	183	168	147	143	182	131	144	138	149	161	202	143	184	179
ENSMUSG00000074210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109049	1	1	0	0	0	0	0	1	1	0	0	1	1	3	1	0	0	0	1	0	0	3	0	0
ENSMUSG00000036957	240	547	392	351	534	153	376	213	165	423	538	180	179	292	396	431	326	370	181	248	401	242	545	447
ENSMUSG00000064982	0	2	1	0	2	2	4	6	3	0	0	1	0	1	2	4	2	2	1	1	0	1	2	2
ENSMUSG00000030579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064109	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000036931	9	19	12	8	22	5	7	6	3	11	26	7	10	12	14	17	12	8	5	11	9	12	18	13
ENSMUSG00000109467	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006651	166	432	382	446	460	183	516	189	208	517	405	177	206	234	261	430	210	328	184	236	417	193	520	413
ENSMUSG00000036915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109509	15	18	17	20	8	33	14	21	20	22	23	30	20	18	30	13	21	14	19	21	41	20	11	31
ENSMUSG00000036892	0	13	7	4	13	1	16	2	1	10	9	0	1	0	0	6	1	18	1	2	28	1	10	20
ENSMUSG00000062132	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036882	143	91	53	62	90	111	66	133	141	55	82	116	117	171	201	63	166	56	110	164	68	161	95	56
ENSMUSG00000036864	533	571	443	593	608	571	624	622	541	689	569	498	580	562	684	500	558	576	444	542	711	523	693	678
ENSMUSG00000109102	0	2	0	1	0	0	0	2	0	0	4	2	1	0	0	0	2	2	2	0	1	0	4	2
ENSMUSG00000036854	399	410	336	316	408	340	390	410	390	439	412	392	346	530	608	377	455	287	346	466	326	398	484	320
ENSMUSG00000106236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036845	451	547	438	617	571	478	704	637	514	704	571	467	536	555	639	472	532	659	421	548	779	472	652	835
ENSMUSG00000036835	61	54	49	60	68	66	56	50	61	96	59	47	70	55	65	63	53	61	46	53	90	59	72	78
ENSMUSG00000078765	10	8	11	28	10	10	11	10	11	9	8	9	4	10	7	8	9	11	7	6	15	15	13	19
ENSMUSG00000109378	65	61	47	74	76	57	65	45	56	56	69	61	46	36	76	63	76	67	54	76	82	74	70	79
ENSMUSG00000036826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006307	3176	3450	2686	3403	3697	3366	3776	4006	3561	3979	3292	3335	3433	4230	4494	2874	3649	3166	2922	3709	4009	3502	4230	4182
ENSMUSG00000098553	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000006310	60	72	52	68	98	49	83	70	47	96	69	47	69	76	66	64	50	74	46	57	94	48	68	96
ENSMUSG00000006313	12	15	8	13	12	17	14	10	9	12	15	15	11	10	9	14	13	16	11	17	18	8	18	13
ENSMUSG00000036751	5473	5560	4962	5925	5777	6218	7077	6739	6829	7296	5495	5365	6129	5995	6999	5202	5728	5437	5494	6606	6731	5679	7087	6827
ENSMUSG00000006311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036733	7	0	2	2	3	1	3	5	1	3	2	1	5	4	5	2	5	6	3	2	6	4	3	0
ENSMUSG00000094365	1	0	0	0	0	1	0	3	0	0	2	1	2	1	4	1	6	0	4	1	0	2	2	0
ENSMUSG00000097674	9	13	11	11	18	17	17	10	9	12	21	18	14	9	15	8	15	21	8	11	14	4	8	11
ENSMUSG00000078762	135	69	58	65	63	151	45	178	130	56	61	120	146	144	193	52	155	40	125	150	42	141	60	43
ENSMUSG00000049761	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013083	18	12	28	27	20	8	27	13	14	31	23	6	14	12	18	19	12	25	9	15	34	16	19	26
ENSMUSG00000066620	0	0	1	1	2	1	0	1	3	2	1	0	2	1	1	0	0	1	0	0	2	0	1	1
ENSMUSG00000005553	5	4	5	7	7	1	1	7	3	6	3	4	7	2	7	3	4	1	1	6	3	1	3	2
ENSMUSG00000006315	2067	2846	2370	2838	2832	2208	3307	2494	2457	3461	2784	2052	2311	2286	2731	2505	2182	2626	2047	2464	3213	2252	3361	3338
ENSMUSG00000097320	37	60	35	67	54	24	78	39	26	62	66	26	18	41	57	41	40	69	37	40	102	37	51	74
ENSMUSG00000061099	13	35	25	34	27	13	51	27	10	53	17	21	17	21	31	19	18	49	17	18	57	18	40	53
ENSMUSG00000109224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098146	7	19	19	25	21	8	16	6	10	19	11	4	2	5	14	14	10	24	6	9	25	13	17	20
ENSMUSG00000046056	154	43	50	54	73	200	55	227	217	54	42	165	201	155	198	32	169	60	169	188	62	154	63	70
ENSMUSG00000060962	1	0	0	0	0	1	0	0	3	0	0	0	0	1	1	1	0	0	0	2	0	0	1	0
ENSMUSG00000074199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000030577	0	1	0	0	0	0	0	2	0	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0
ENSMUSG00000101029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000036634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000050440	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000058239	774	876	672	802	894	714	962	902	885	973	855	713	800	970	1059	712	884	788	702	957	891	845	1172	998
ENSMUSG00000090357	1	2	2	1	1	1	6	5	2	0	0	1	5	2	2	1	0	1	3	1	2	1	1	1
ENSMUSG00000097750	206	184	153	171	192	158	204	128	180	183	173	152	174	181	216	144	188	203	123	190	210	219	221	242
ENSMUSG00000001247	3024	3214	2840	3415	3456	3423	3942	3568	3627	4133	3195	2837	3543	3281	3637	3161	3082	2978	2886	3422	3666	3114	4233	3725
ENSMUSG00000046826	67	118	92	168	136	96	161	97	109	160	117	92	105	83	90	119	103	164	85	109	200	68	143	192
ENSMUSG00000009687	260	86	82	50	105	280	47	318	341	44	113	258	308	275	349	97	272	35	250	332	51	250	122	48
ENSMUSG00000098783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036578	0	1	2	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	1	0	1	0
ENSMUSG00000036570	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000036560	4	0	3	1	0	1	1	0	4	3	1	0	2	2	0	1	2	1	3	0	1	2	1	2
ENSMUSG00000057092	29	15	12	42	17	45	56	57	59	43	12	37	51	21	16	8	21	33	37	24	36	13	20	30
ENSMUSG00000001249	0	1	1	0	2	1	1	0	0	2	2	0	0	0	0	0	0	4	2	1	3	0	0	2
ENSMUSG00000019194	2	1	1	5	2	2	3	5	4	4	0	1	2	5	10	1	5	4	1	4	6	5	6	4
ENSMUSG00000001248	858	1351	1167	1567	1400	911	1599	973	943	1577	1372	817	991	909	1077	1269	888	1489	770	1020	1784	1021	1670	1656
ENSMUSG00000097149	0	1	1	1	0	0	2	0	2	4	2	0	0	0	0	3	0	1	0	0	2	0	2	1
ENSMUSG00000100985	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104113	5	16	17	19	12	3	22	7	3	16	13	2	12	10	10	4	10	23	12	5	31	3	22	28
ENSMUSG00000099357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101545	3	0	2	3	2	4	1	1	3	1	0	3	1	4	2	1	2	0	2	1	0	4	1	0
ENSMUSG00000102041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101371	1	1	3	0	0	0	0	1	1	1	1	0	2	0	1	1	0	1	1	0	1	0	0	0
ENSMUSG00000100517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099344	1	1	2	0	3	2	4	1	0	3	1	0	0	0	5	1	3	0	2	1	0	1	1	1
ENSMUSG00000101807	5	4	4	0	2	4	4	4	3	1	0	2	4	4	4	2	6	1	0	3	0	0	2	1
ENSMUSG00000101765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000101270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101777	0	1	0	0	0	0	1	2	0	0	2	0	4	0	0	0	1	0	0	0	1	2	0	0
ENSMUSG00000101025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101327	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098013	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000101824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099394	4	1	2	4	5	5	2	6	5	3	2	1	5	8	5	1	3	1	2	5	2	3	7	1
ENSMUSG00000100657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098185	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098205	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000101312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097952	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101486	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
